Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
NKX2-2_CS19,"12769,4,Head,CS19,90_NKX2-2.ome.tiff","Embryo 12769, slide 90",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,"NKX2-2_CS19\12769,4,Head,CS19,90_NKX2-2.ome.tiff",,,,DAB,"Hypothalamus, rhombencephalon (strong)"
NKX2-2_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,NKX2-2_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
NKX2-2_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,NKX2-2_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
NR2F1_10PCW,"12721,4,fb,10pcw,97_COUPTFI.ome.tiff","Fetal brain 12721, slide 97",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_10pcw\12721,4,fb,10pcw,97_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, diencephalon, mesencephalon (strong)"
NR2F1_10PCW,"13331,9,LFB,10PCW,67_COUPTFI.ome.tiff","Fetal brain 13331, slide 67",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_10pcw\13331,9,LFB,10PCW,67_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11523,10,Brain SL2,12pcw,22_COUPTFI.ome.tiff","Fetal brain 11523, slide 22",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,10,Brain SL2,12pcw,22_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11523,10,Brain SL2,12pcw,33_COUPTFI.ome.tiff","Fetal brain 11523, slide 33",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,10,Brain SL2,12pcw,33_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [3]","Fetal brain 11523, slide 34",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [3]",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_12PCW,"11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [2]","Fetal brain 11523, slide 34",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [2]",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_12PCW,"11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [1]","Fetal brain 11523, slide 34",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [1]",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_12PCW,"11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [macro]","Fetal brain 11523, slide 34",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,12,Brain SL4,12pcw,34_2016-03-09 11_35_33.scn [macro]",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_12PCW,"11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [3]","Fetal brain 11523, slide 38",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [3]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [2]","Fetal brain 11523, slide 38",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [2]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [1]","Fetal brain 11523, slide 38",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [macro]","Fetal brain 11523, slide 38",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11523,13,Brain SL5,12pcw,38_2016-03-09 11_35_16.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11610,9,brain,12pcw,180_2015-12-01 12_55_21.scn [2]","Fetal brain 11610, slide 180",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11610,9,brain,12pcw,180_2015-12-01 12_55_21.scn [2]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11610,9,brain,12pcw,180_2015-12-01 12_55_21.scn [1]","Fetal brain 11610, slide 180",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11610,9,brain,12pcw,180_2015-12-01 12_55_21.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11610,9,brain,12pcw,180_2015-12-01 12_55_21.scn [macro]","Fetal brain 11610, slide 180",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11610,9,brain,12pcw,180_2015-12-01 12_55_21.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,"11761,11,Left Hemisphere,12pcw,18_2015-12-02 10_08_01.scn [1]","Fetal brain 11761, slide 18",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11761,11,Left Hemisphere,12pcw,18_2015-12-02 10_08_01.scn [1]",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_12PCW,"11761,11,Left Hemisphere,12pcw,18_2015-12-02 10_08_01.scn [macro]","Fetal brain 11761, slide 18",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11761,11,Left Hemisphere,12pcw,18_2015-12-02 10_08_01.scn [macro]",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_12PCW,"11795,11,R Hemi,12pcw,104_2015-12-01 12_55_39.scn [1]","Fetal brain 11795, slide 104",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11795,11,R Hemi,12pcw,104_2015-12-01 12_55_39.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_12PCW,"11795,11,R Hemi,12pcw,104_2015-12-01 12_55_39.scn [macro]","Fetal brain 11795, slide 104",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11795,11,R Hemi,12pcw,104_2015-12-01 12_55_39.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_12PCW,"11795,11,R Hemi,12pcw,105_2015-12-01 12_59_59.scn [2]","Fetal brain 11795, slide 105",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11795,11,R Hemi,12pcw,105_2015-12-01 12_59_59.scn [2]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_12PCW,"11795,11,R Hemi,12pcw,105_2015-12-01 12_59_59.scn [1]","Fetal brain 11795, slide 105",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11795,11,R Hemi,12pcw,105_2015-12-01 12_59_59.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_12PCW,"11795,11,R Hemi,12pcw,105_2015-12-01 12_59_59.scn [macro]","Fetal brain 11795, slide 105",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_12pcw\11795,11,R Hemi,12pcw,105_2015-12-01 12_59_59.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_12PCW,Autotest_0000013591_2015-12-02 10_27_01.scn [3],"Fetal brain 11761, slide 87",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013591_2015-12-02 10_27_01.scn [3],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,Autotest_0000013591_2015-12-02 10_27_01.scn [2],"Fetal brain 11761, slide 87",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013591_2015-12-02 10_27_01.scn [2],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,Autotest_0000013591_2015-12-02 10_27_01.scn [1],"Fetal brain 11761, slide 87",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013591_2015-12-02 10_27_01.scn [1],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,Autotest_0000013591_2015-12-02 10_27_01.scn [macro],"Fetal brain 11761, slide 87",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013591_2015-12-02 10_27_01.scn [macro],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,Autotest_0000013592_2015-12-02 10_25_56.scn [3],"Fetal brain 11761, slide 78",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013592_2015-12-02 10_25_56.scn [3],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,Autotest_0000013592_2015-12-02 10_25_56.scn [2],"Fetal brain 11761, slide 78",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013592_2015-12-02 10_25_56.scn [2],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,Autotest_0000013592_2015-12-02 10_25_56.scn [1],"Fetal brain 11761, slide 78",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013592_2015-12-02 10_25_56.scn [1],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_12PCW,Autotest_0000013592_2015-12-02 10_25_56.scn [macro],"Fetal brain 11761, slide 78",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_12pcw\Autotest_0000013592_2015-12-02 10_25_56.scn [macro],,,,DAB,"Telencephalon, pallium, subpallium (strong)"
NR2F1_8PCW,"11872,1,Head,Late 8pcw,103_2015-12-01 12_52_19.scn [1]","Fetus 11872, slide 103",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_8pcw\11872,1,Head,Late 8pcw,103_2015-12-01 12_52_19.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_8PCW,"11872,1,Head,Late 8pcw,103_2015-12-01 12_52_19.scn [macro]","Fetus 11872, slide 103",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_8pcw\11872,1,Head,Late 8pcw,103_2015-12-01 12_52_19.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_8PCW,"12294,1,Head,L8pcw,152_COUPTFI.ome.tiff","Fetus 12294, slide 152",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_8pcw\12294,1,Head,L8pcw,152_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, diencephalon, mesencephalon, rhombencephalon (strong)"
NR2F1_8PCW,"12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [3]","Fetus 12294, slide 172",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_8pcw\12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [3]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, mesencephalon, rhombencephalon,inner ear, eye (strong)"
NR2F1_8PCW,"12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [2]","Fetus 12294, slide 172",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_8pcw\12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [2]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, mesencephalon, rhombencephalon,inner ear, eye (strong)"
NR2F1_8PCW,"12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [1]","Fetus 12294, slide 172",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_8pcw\12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, mesencephalon, rhombencephalon,inner ear, eye (strong)"
NR2F1_8PCW,"12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [macro]","Fetus 12294, slide 172",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_8pcw\12294,1,Head,L8pcw,172_2015-12-01 12_52_48.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, mesencephalon, rhombencephalon,inner ear, eye (strong)"
NR2F1_CS19,"1032,1,head,CS19,100_COUPTFI.ome.tiff","Embryo 1032, slide 100",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS19\1032,1,head,CS19,100_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, diencephalon, metencephalon, myelencephalon, raphe nuclei (strong)"
NR2F1_CS19,"1032,1,head,CS19,50_COUPTFI.ome.tiff","Embryo 1032, slide 50",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS19\1032,1,head,CS19,50_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, otic vesicle, spinal cord (strong)"
NR2F1_CS19,"1032,1,head,CS19,60_COUPTFI.ome.tiff","Embryo 1032, slide 60",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS19\1032,1,head,CS19,60_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, otic vesicle, spinal cord (strong)"
NR2F1_CS19,"1032,1,head,CS19,74_COUPTFI.ome.tiff","Embryo 1032, slide 74",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS19\1032,1,head,CS19,74_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, diencephalon, trigeminal ganglion, rhombencephalon, vagus nerve, spinal cord (strong)"
NR2F1_CS19,"1032,1,head,CS19,87_COUPTFI.ome.tiff","Embryo 1032, slide 87",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS19\1032,1,head,CS19,87_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, hypothalamus, diencephalon, metencephalon, myelencephalon (strong)"
NR2F1_CS19,"12769,4,Head,CS19,110_COUPTFI.ome.tiff","Embryo 12769, slide 110",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS19\12769,4,Head,CS19,110_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, trigeminal ganglion, vagus nerve, myelencephalon (strong)"
NR2F1_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression, blue = weak expression.",,"Red = strong expression, yellow = moderate expression, blue = weak expression.",,
NR2F1_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,NR2F1_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression, blue = weak expression.",,"Red = strong expression, yellow = moderate expression, blue = weak expression.",,
NR2F1_CS21,"12128,1,head,CS21,116_COUPTFI.ome.tiff","Embryo 12128, slide 116",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS21\12128,1,head,CS21,116_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, diencephalon, choroid plexus (strong)"
NR2F1_CS23,"11613,1,Embryo,CS23,333_2018-05-14 15_16_34.scn [1]","Embryo 11613, slide 333",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\11613,1,Embryo,CS23,333_2018-05-14 15_16_34.scn [1]",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, diencephalon, mesencephalon, metencephalon (strong)"
NR2F1_CS23,"11613,1,Embryo,CS23,333_2018-05-14 15_16_34.scn [macro]","Embryo 11613, slide 333",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\11613,1,Embryo,CS23,333_2018-05-14 15_16_34.scn [macro]",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, diencephalon, mesencephalon, metencephalon (strong)"
NR2F1_CS23,"12204,1,Head,CS23,83_COUPTFI.ome.tiff","Embryo 12204, slide 83",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12204,1,Head,CS23,83_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, mesencephalon (strong)"
NR2F1_CS23,"12506,5,R hemi,CS23,25_COUPTFI.ome.tiff","Embryonic brain 12506, slide 25",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12506,5,R hemi,CS23,25_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, diencephalon, mesencephalon, rhombencephalon (strong)"
NR2F1_CS23,"12506,5,R hemi,CS23,32_COUPTFI.ome.tiff","Embryonic brain 12506, slide 32",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12506,5,R hemi,CS23,32_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, diencephalon, mesencephalon, rhombencephalon (strong)"
NR2F1_CS23,"12506,5,R hemi,CS23,55_COUPTFI.ome.tiff","Embryonic brain 12506, slide 55",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12506,5,R hemi,CS23,55_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, metencephalon (strong)"
NR2F1_CS23,"12506,5,R hemi,CS23,63_COUPTFI.ome.tiff","Embryonic brain 12506, slide 63",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12506,5,R hemi,CS23,63_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_CS23,"12506,5,R hemi,CS23,79_COUPTFI.ome.tiff","Embryonic brain 12506, slide 79",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12506,5,R hemi,CS23,79_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium (strong)"
NR2F1_CS23,"12780,1,head,CS23,121_COUPTFI.ome.tiff","Embryo 12780, slide 121",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12780,1,head,CS23,121_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_CS23,"12780,1,head,CS23,66_COUPTFI.ome.tiff","Embryo 12780, slide 66",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12780,1,head,CS23,66_COUPTFI.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, eye, choroid plexus (strong)"
NR2F1_CS23,"12780,1,head,CS23,78_COUPTFI.ome.tiff","Embryo 12780, slide 78",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12780,1,head,CS23,78_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, diencephalon (strong)"
NR2F1_CS23,"12780,1,head,CS23,84_COUPTFI.ome.tiff","Embryo 12780, slide 84",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,COUP TF1,NM_005654,Abcam ab41858,,,,,,,,ENSG00000175745,NR2F1,,,,,"NR2F1_CS23\12780,1,head,CS23,84_COUPTFI.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, hypothalamus, diencephalon (strong)"
